"grid","D","K"
"0000-0001-1011-0110",2.17751086548788e-09,28.7746729362889
"0000-0001-1011-0111",5.63500048995483e-10,30.724865213036
"0000-0001-1011-1000",9.13574812530043e-10,30.0277580730622
"0000-0001-1011-1001",8.49690465338385e-10,30.1323435728599
"0000-0001-1011-1010",1.79248592097851e-09,29.0553910666151
"0000-0001-1011-1011",1.08660685604467e-09,29.7775227990202
"0000-0001-1011-1100",1.90077418662177e-09,28.9707657050569
"0000-0001-1011-1101",2.89914615954971e-10,31.6836528806202
"0000-0001-1011-1110",7.29943123965679e-10,30.3514968930582
"0000-0001-1011-1111",3.41996115145301e-09,28.1233729168647
"0000-0001-1100-0000",2.26305286580819e-08,25.3971544721748
"0000-0001-1100-0001",1.63750192173776e-09,29.1858562542187
"0000-0001-1100-0010",6.54685644112546e-09,27.1865505099991
"0000-0001-1100-0011",9.29617518551267e-10,30.002643692428
"0000-0001-1100-0100",1.45392752855205e-08,26.0354693996105
"0000-0001-1100-0101",5.7037549443315e-10,30.707368949594
"0000-0001-1100-0110",5.16976201533934e-09,27.5272549848952
"0000-0001-1100-0111",3.74998253246104e-10,31.3123970733692
"0000-0001-1100-1000",1.19486647399861e-08,26.3185753526613
"0000-0001-1100-1001",2.91347000421152e-10,31.676542491457
"0000-0001-1100-1010",9.53395100689866e-10,29.9662067371734
"0000-0001-1100-1011",1.00553389525884e-10,33.2113192350099
"0000-0001-1100-1100",5.36542573341962e-09,27.4736602041368
"0000-0001-1100-1101",1.02157660128007e-09,29.8665554676895
"0000-0001-1100-1110",1.34185776791807e-09,29.4731210948133
"0000-0001-1100-1111",6.33686887838337e-10,30.5555107850798
"0000-0001-1101-0000",1.37995919471848e-09,29.4327272467275
"0000-0001-1101-0001",5.91288307639388e-10,30.6554191998912
"0000-0001-1101-0010",1.92970835283862e-09,28.9489700322481
"0000-0001-1101-0011",5.83839908415249e-10,30.6737081191487
"0000-0001-1101-0100",7.94486368011781e-09,26.9073303883087
"0000-0001-1101-0101",3.38615687805115e-10,31.459632135137
"0000-0001-1101-0110",2.80317640031561e-09,28.4102903198003
"0000-0001-1101-0111",2.06836316916491e-10,32.1707914284273
"0000-0001-1101-1000",1.06111041254665e-09,29.8117780720542
"0000-0001-1101-1001",3.32599673047156e-10,31.4854941984489
"0000-0001-1101-1010",1.79506421301764e-09,29.0533174009434
"0000-0001-1101-1011",5.17090792291229e-10,30.84886333354
"0000-0001-1101-1100",1.88702329574644e-09,28.9812406205283
"0000-0001-1101-1101",4.14245587619455e-10,31.1687946183634
"0000-0001-1101-1110",2.30241479093884e-09,28.6942050887509
"0000-0001-1101-1111",6.42567671528657e-10,30.5354325502282
"0000-0001-1110-0000",1.43682485802585e-08,26.0525405441074
"0000-0001-1110-0001",1.87613717380347e-09,28.9895875396025
"0000-0001-1110-0010",4.76067301179814e-09,27.646187313615
"0000-0001-1110-0011",1.00925809487091e-09,29.8840576958195
"0000-0001-1110-0100",1.17853729108415e-08,26.3384273502681
"0000-0001-1110-0101",5.71234925112859e-10,30.7051967609163
"0000-0001-1110-0110",3.80813734178798e-09,27.9682673431074
"0000-0001-1110-0111",5.05631716561783e-10,30.8811939871559
"0000-0001-1110-1000",1.17303693473401e-08,26.3451763197148
"0000-0001-1110-1001",1.44957307977486e-10,32.6836528806202
"0000-0001-1110-1010",1.47793429220523e-09,29.3337707241618
"0000-0001-1110-1011",2.0397154798413e-10,32.1909130243481
"0000-0001-1110-1100",5.6593510258799e-09,27.3967162294495
"0000-0001-1110-1101",5.70948448219623e-10,30.7059204604754
"0000-0001-1110-1110",1.06798585798432e-09,29.8024603106602
"0000-0001-1110-1111",3.38042734018643e-10,31.4620753110653
"0000-0001-1111-0000",1.90679020137973e-09,28.9662067371734
"0000-0001-1111-0001",1.18429547663819e-09,29.653323781889
"0000-0001-1111-0010",2.91117818906563e-09,28.3557497065168
"0000-0001-1111-0011",6.66918207453729e-10,30.4817711124062
"0000-0001-1111-0100",5.16832963087316e-09,27.5276547673793
"0000-0001-1111-0101",5.9930966065e-10,30.6359793190675
"0000-0001-1111-0110",2.98709456577321e-09,28.3186099426139
"0000-0001-1111-0111",5.92434215212333e-10,30.6526259849995
"0000-0001-1111-1000",1.43037912792804e-09,29.3809552639844
"0000-0001-1111-1001",1.51259799628681e-10,32.622252335956
"0000-0001-1111-1010",2.24454645850514e-09,28.7309288959545
"0000-0001-1111-1011",4.57217121604876e-10,31.0264015190921
"0000-0001-1111-1100",3.6640394644902e-09,28.0239178115455
"0000-0001-1111-1101",2.5295909672751e-10,31.880376827666
"0000-0001-1111-1110",1.55385066891281e-09,29.2615049921781
"0000-0001-1111-1111",1.10264956206589e-09,29.7563784995036
"0000-0010-0000-0000",8.0844925178811e-08,23.560267543831
"0000-0010-0000-0001",2.88413477034414e-08,25.0472861784438
"0000-0010-0000-0010",1.65345868469102e-08,25.8499377620344
"0000-0010-0000-0011",8.37142777414642e-09,26.8318791539091
"0000-0010-0000-0100",2.91140737058022e-08,25.0337080404225
"0000-0010-0000-0101",3.12632233588597e-09,28.2528863205591
"0000-0010-0000-0110",2.94985256965251e-09,28.3367100020021
"0000-0010-0000-0111",1.96637739517285e-09,28.9218126178149
"0000-0010-0000-1000",6.56433153161286e-08,23.8607766550835
"0000-0010-0000-1001",2.39752511949324e-09,28.6358069231731
"0000-0010-0000-1010",5.05774955008401e-09,27.5588572546675
"0000-0010-0000-1011",1.87756955826965e-09,28.9884864977717
"0000-0010-0000-1100",2.60353065341934e-08,25.1949553662844
"0000-0010-0000-1101",2.59576712961264e-09,28.521191891305
"0000-0010-0000-1110",2.12737740917156e-09,28.8082768554597
"0000-0010-0000-1111",2.79859277002383e-09,28.4126512818343
"0000-0010-0001-0000",2.49868011049492e-08,25.2542585445662
"0000-0010-0001-0001",1.24497128262561e-08,26.25931229463
"0000-0010-0001-0010",1.00160916182151e-08,26.5731050951762
"0000-0010-0001-0011",3.85168182955987e-09,27.9518643205543
"0000-0010-0001-0100",1.03859332873829e-08,26.5207938954844
"0000-0010-0001-0101",1.16395561721843e-09,29.6783168060834
"0000-0010-0001-0110",4.5051356230315e-09,27.7257823162649
"0000-0010-0001-0111",1.25591469994723e-09,29.568614372354
"0000-0010-0001-1000",6.89034223611559e-09,27.1127772121184
"0000-0010-0001-1001",9.18731396608294e-10,30.0196378168728
"0000-0010-0001-1010",4.69277798810117e-09,27.6669106448542
"0000-0010-0001-1011",2.01250017498387e-09,28.8883639453188
"0000-0010-0001-1100",9.84678377431253e-09,26.5977002756657
"0000-0010-0001-1101",5.85558769774666e-10,30.6694669743769
"0000-0010-0001-1110",3.99520675307118e-09,27.8990826890277
"0000-0010-0001-1111",1.26937911392933e-09,29.5532298438285
"0000-0010-0010-0000",2.80678600917038e-08,25.0865056828783
"0000-0010-0010-0001",1.10640240936729e-08,26.4295485557964
"0000-0010-0010-0010",1.43536382587034e-08,26.0540082917097
"0000-0010-0010-0011",5.99080479135411e-09,27.3146030295191
"0000-0010-0010-0100",1.39749158058453e-08,26.0925851677553
"0000-0010-0010-0101",1.5054360739559e-09,29.3071714064649
"0000-0010-0010-0110",3.40219958407237e-09,28.1308850773278
"0000-0010-0010-0111",1.10580080789149e-09,29.752261323159
"0000-0010-0010-1000",2.10973043254821e-08,25.4983660864558
"0000-0010-0010-1001",1.36420296559049e-09,29.4492945500442
"0000-0010-0010-1010",2.0222403893539e-09,28.881398349369
"0000-0010-0010-1011",1.61945387746389e-09,29.2018454736591
"0000-0010-0010-1100",1.0399397701365e-08,26.5189247844264
"0000-0010-0010-1101",1.54611579279544e-09,29.2687044833418
"0000-0010-0010-1110",1.40201791549766e-09,29.4098480692351
"0000-0010-0010-1111",1.81826884136977e-09,29.0347873280317
"0000-0010-0011-0000",1.43046507099601e-08,26.0589404886423
"0000-0010-0011-0001",1.30020402764153e-08,26.1966867307907
"0000-0010-0011-0010",8.04398468517751e-09,26.889442519066
"0000-0010-0011-0011",6.71673723881449e-09,27.1495922627215
"0000-0010-0011-0100",8.32272670229627e-09,26.8402965905944
"0000-0010-0011-0101",1.48566916832261e-09,29.3262399644612
"0000-0010-0011-0110",4.99587054114501e-09,27.5766167613614
"0000-0010-0011-0111",1.24187733217866e-09,29.5848301772053
"0000-0010-0011-1000",7.28482091810175e-09,27.0324593468635
"0000-0010-0011-1001",3.97343450918523e-10,31.2288943829909
"0000-0010-0011-1010",3.41709638252065e-09,28.124581913031
"0000-0010-0011-1011",7.97838147662644e-10,30.2231848430871
"0000-0010-0011-1100",1.22233960805995e-08,26.285779587858
"0000-0010-0011-1101",3.91040959267328e-10,31.2519612195073
"0000-0010-0011-1110",4.19745943969589e-09,27.8278364696059
"0000-0010-0011-1111",1.42121186734448e-09,29.3902312134218
"0000-0010-0100-0000",2.06905071370868e-08,25.5264557521226
"0000-0010-0100-0001",8.26657723122199e-09,26.8500627475269
"0000-0010-0100-0010",6.42481728460686e-09,27.2136974279038
"0000-0010-0100-0011",3.61333305438741e-09,28.044022614503
"0000-0010-0100-0100",2.64615841513288e-08,25.1715253263994
"0000-0010-0100-0101",1.1335890665354e-09,29.7164551053418
"0000-0010-0100-0110",3.0615785580146e-09,28.2830771518502
"0000-0010-0100-0111",7.82368395427892e-10,30.2514328565492
"0000-0010-0100-1000",3.74797719420839e-08,24.6693125846244
"0000-0010-0100-1001",4.95032071512046e-10,30.911758953151
"0000-0010-0100-1010",1.99559803828294e-09,28.9005316977278
"0000-0010-0100-1011",4.87870149181143e-10,30.9327837356359
"0000-0010-0100-1100",1.54800654029079e-08,25.9450131922515
"0000-0010-0100-1101",7.57444905716348e-10,30.2981399938068
"0000-0010-0100-1110",1.62346455396919e-09,29.198276968205
"0000-0010-0100-1111",8.38804343395411e-10,30.1509466170304
"0000-0010-0101-0000",6.42481728460686e-09,27.2136974279038
"0000-0010-0101-0001",3.61333305438741e-09,28.044022614503
"0000-0010-0101-0010",8.33533168559866e-09,26.8381132448589
"0000-0010-0101-0011",3.53283304738805e-09,28.0765272812073
"0000-0010-0101-0100",5.72323537307156e-09,27.3805219137811
"0000-0010-0101-0101",1.94546458196661e-09,28.9372381383305
"0000-0010-0101-0110",4.59508936750765e-09,27.6972599339722
"0000-0010-0101-0111",1.05280258264281e-09,29.8231179207034
"0000-0010-0101-1000",6.81184756736888e-09,27.1293067026253
"0000-0010-0101-1001",7.61455582221654e-10,30.2905210660383
"0000-0010-0101-1010",3.94421386607515e-09,27.9176150732743
"0000-0010-0101-1011",8.58857725921941e-10,30.1168617873666
"0000-0010-0101-1100",8.47570536328437e-09,26.8140194170922
"0000-0010-0101-1101",6.30822118905975e-10,30.5620477017501
"0000-0010-0101-1110",3.72620495032244e-09,27.9996458257931
"0000-0010-0101-1111",1.26107128402548e-09,29.5627030254229
"0000-0010-0110-0000",6.01658771174537e-09,27.3084073548884
"0000-0010-0110-0001",4.41231710962299e-09,27.7558163740179
"0000-0010-0110-0010",6.38299165819439e-09,27.223120091621
"0000-0010-0110-0011",3.53111418602863e-09,28.0772293795459
"0000-0010-0110-0100",2.06352170966922e-08,25.5303161425289
"0000-0010-0110-0101",7.44839922413958e-10,30.3223505473987
"0000-0010-0110-0110",5.54705208373134e-09,27.425631582356
"0000-0010-0110-0111",7.92968040477629e-10,30.2320182276778
"0000-0010-0110-1000",9.87944214014145e-09,26.5929232741575
"0000-0010-0110-1001",2.45797174396606e-10,31.9218126178149
"0000-0010-0110-1010",1.54153216250366e-09,29.2729878638597
"0000-0010-0110-1011",3.58669070331644e-10,31.3766276083819
"0000-0010-0110-1100",1.92122863679883e-08,25.6333955412158
"0000-0010-0110-1101",4.14245587619455e-10,31.1687946183634
"0000-0010-0110-1110",2.40583294939708e-09,28.6308163824795
"0000-0010-0110-1111",7.70336365911974e-10,30.2737924154416
"0000-0010-0111-0000",6.38299165819439e-09,27.223120091621
"0000-0010-0111-0001",3.53111418602863e-09,28.0772293795459
"0000-0010-0111-0010",5.15486521689106e-09,27.5314181477246
"0000-0010-0111-0011",7.81910032398715e-09,26.9303502353017
"0000-0010-0111-0100",5.68542042316439e-09,27.3900858170961
"0000-0010-0111-0101",1.8970499870097e-09,28.9735951599175
"0000-0010-0111-0110",6.37984041236879e-09,27.2238325176393
"0000-0010-0111-0111",2.81692729119094e-09,28.4032305277573
"0000-0010-0111-1000",7.25130312159312e-09,27.0391125708417
"0000-0010-0111-1001",1.05423496710899e-09,29.8211564043701
"0000-0010-0111-1010",2.20988275442357e-09,28.7533830246857
"0000-0010-0111-1011",8.30496513491563e-10,30.1653068372531
"0000-0010-0111-1100",1.0395673501753e-08,26.5194415303723
"0000-0010-0111-1101",1.31349655548769e-09,29.5039404368321
"0000-0010-0111-1110",6.0271873567951e-09,27.3058679419203
"0000-0010-0111-1111",3.41996115145301e-09,28.1233729168647
"0000-0010-1000-0000",2.91140737058022e-08,25.0337080404225
"0000-0010-1000-0001",2.54821196533545e-09,28.54786756516
"0000-0010-1000-0010",5.62554675247804e-09,27.4053595338778
"0000-0010-1000-0011",1.95835604216224e-09,28.9277097736383
"0000-0010-1000-0100",1.57619586658523e-08,25.9189779361109
"0000-0010-1000-0101",1.36076524287165e-09,29.4529346572088
"0000-0010-1000-0110",2.29955002200648e-09,28.6960012730478
"0000-0010-1000-0111",8.82921784953777e-10,30.0769953087997
"0000-0010-1000-1000",2.60353065341934e-08,25.1949553662844
"0000-0010-1000-1001",8.4854455776544e-10,30.1342905300256
"0000-0010-1000-1010",1.0147011558424e-09,29.8762979585626
"0000-0010-1000-1011",3.41766933630712e-10,31.4462681276193
"0000-0010-1000-1100",5.17090792291229e-09,27.5269352386526
"0000-0010-1000-1101",1.2120837352821e-09,29.6198634849581
"0000-0010-1000-1110",9.66859514671965e-10,29.9459746684889
"0000-0010-1000-1111",5.84126385308485e-10,30.6730003952979
"0000-0010-1001-0000",6.03635461737866e-09,27.3036752917092
"0000-0010-1001-0001",1.07658016478141e-09,29.7908971038944
"0000-0010-1001-0010",6.90839028038946e-09,27.1090032656652
"0000-0010-1001-0011",1.28313000480466e-09,29.5376855044588
"0000-0010-1001-0100",9.12285666510481e-09,26.7078672038006
"0000-0010-1001-0101",1.63406419901893e-09,29.1888881888706
"0000-0010-1001-0110",4.02643273443392e-09,27.8878506220468
"0000-0010-1001-0111",6.94419989204398e-10,30.4234724718415
"0000-0010-1001-1000",2.27319414782875e-09,28.7126319475919
"0000-0010-1001-1001",6.5210735207342e-09,27.1922433687398
"0000-0010-1001-1010",2.21675819986123e-09,28.7489014418713
"0000-0010-1001-1011",9.00683352334417e-10,30.0482609530559
"0000-0010-1001-1100",2.72124400885007e-09,28.453086527838
"0000-0010-1001-1101",1.84892186894603e-09,29.0106685928275
"0000-0010-1001-1110",1.26049833023901e-09,29.5633586469025
"0000-0010-1001-1111",1.1470534805175e-09,29.6994201964785
"0000-0010-1010-0000",6.0097122663077e-09,27.3100569349147
"0000-0010-1010-0001",2.53961765853836e-09,28.5527415395284
"0000-0010-1010-0010",3.58812308778263e-09,28.0541234723446
"0000-0010-1010-0011",1.51689514968535e-09,29.2962314864348
"0000-0010-1010-0100",9.70182646633504e-09,26.619096479277
"0000-0010-1010-0101",1.19059796828939e-09,29.6456665164103
"0000-0010-1010-0110",2.14112830004689e-09,28.7989816069337
"0000-0010-1010-0111",8.33934236210397e-10,30.1593473311917
"0000-0010-1010-1000",1.34268855090845e-08,26.150300062054
"0000-0010-1010-1001",4.85291857142017e-10,30.9404282959823
"0000-0010-1010-1010",9.84621082052606e-10,29.9197123189422
"0000-0010-1010-1011",4.13099680046511e-10,31.1727910060737
"0000-0010-1010-1100",3.70729747536886e-09,28.0069849716264
"0000-0010-1010-1101",4.06797188395316e-10,31.1949712409224
"0000-0010-1010-1110",9.92355958169981e-10,29.9084232405878
"0000-0010-1010-1111",5.64932433461664e-10,30.7212026189366
"0000-0010-1011-0000",4.6509523616887e-09,27.679826691141
"0000-0010-1011-0001",1.2430232397516e-09,29.5834995844977
"0000-0010-1011-0010",3.88863734878733e-09,27.9380881575278
"0000-0010-1011-0011",2.16290054393284e-09,28.7843855262147
"0000-0010-1011-0100",5.7988652728859e-09,27.3615822339773
"0000-0010-1011-0101",1.86095389846195e-09,29.0013105381293
"0000-0010-1011-0110",4.63977976285249e-09,27.683296527638
"0000-0010-1011-0111",1.46160510929077e-09,29.349799271712
"0000-0010-1011-1000",2.61925823485801e-09,28.5081945507761
"0000-0010-1011-1001",3.52710350952333e-09,28.0788689389863
"0000-0010-1011-1010",2.11047527247063e-09,28.8197849280278
"0000-0010-1011-1011",8.09297223392089e-10,30.2026113031246
"0000-0010-1011-1100",4.07799857521642e-09,27.8694915826849
"0000-0010-1011-1101",4.12813203153275e-10,31.1737918351397
"0000-0010-1011-1110",1.21466202732122e-09,29.6167979058639
"0000-0010-1011-1111",1.20434885916472e-09,29.6290995013523
"0000-0010-1100-0000",2.64615841513288e-08,25.1715253263994
"0000-0010-1100-0001",3.38243267843908e-09,28.139291633886
"0000-0010-1100-0010",3.09251806248411e-09,28.2685708324046
"0000-0010-1100-0011",2.56396819446343e-09,28.5389744882755
"0000-0010-1100-0100",1.4952374965567e-08,25.9950501055171
"0000-0010-1100-0101",1.37566204131993e-09,29.4372267670841
"0000-0010-1100-0110",2.44250199173131e-09,28.6089931153505
"0000-0010-1100-0111",1.15450187974164e-09,29.6900823318992
"0000-0010-1100-1000",1.54800654029079e-08,25.9450131922515
"0000-0010-1100-1001",2.76450201972873e-10,31.752261323159
"0000-0010-1100-1010",1.25992537645253e-09,29.5640145664595
"0000-0010-1100-1011",3.29161950328322e-10,31.5004833726684
"0000-0010-1100-1100",7.77842060514761e-09,26.9378756057718
"0000-0010-1100-1101",4.64951997722252e-10,31.0021991707665
"0000-0010-1100-1110",1.53580262463893e-09,29.2783600355518
"0000-0010-1100-1111",7.05879064933843e-10,30.3998599146196
"0000-0010-1101-0000",7.37019103228612e-09,27.0156508401259
"0000-0010-1101-0001",1.38081862539818e-09,29.4318290241972
"0000-0010-1101-0010",9.88517167800617e-09,26.592086832204
"0000-0010-1101-0011",2.1760784810217e-09,28.775622265165
"0000-0010-1101-0100",6.32770161779981e-09,27.2356712827264
"0000-0010-1101-0101",2.44336142241102e-09,28.6084855709158
"0000-0010-1101-0110",4.62230467236508e-09,27.6887404979402
"0000-0010-1101-0111",1.16338266343196e-09,29.6790271433902
"0000-0010-1101-1000",2.38492013619085e-09,28.6434118984685
"0000-0010-1101-1001",3.58124764234496e-09,28.0568905698908
"0000-0010-1101-1010",3.24807501551133e-09,28.1977679014951
"0000-0010-1101-1011",5.21960899476243e-10,30.8353392115124
"0000-0010-1101-1100",2.5914699762141e-09,28.5235821746831
"0000-0010-1101-1101",8.58571249028705e-10,30.1173430868009
"0000-0010-1101-1110",1.90965497031209e-09,28.9640408532042
"0000-0010-1101-1111",9.36206487095698e-10,29.9924541871688
"0000-0010-1110-0000",5.28062857302173e-09,27.49664318478
"0000-0010-1110-0001",3.02233122364125e-09,28.3016910768326
"0000-0010-1110-0010",2.87393619294493e-09,28.3743248225124
"0000-0010-1110-0011",2.27204824025581e-09,28.7133593874364
"0000-0010-1110-0100",1.01788104935732e-08,26.5498557826844
